"gene_id","S01_R01","S01_R02","S01_R03","S01_R04","S01_R05","S01_R06","S01_R07","S01_R08","S01_R09","S01_R10","S01_R11","S01_R12","S02_R01","S02_R02","S02_R03","S02_R04","S02_R05","S02_R06","S02_R07","S02_R08","S02_R09","S02_R10","S02_R11","S02_R12","S03_R01","S03_R02","S03_R03","S03_R04","S03_R05","S03_R06","S03_R07","S03_R08","S03_R09","S03_R10","S03_R11","S03_R12","S04_R01","S04_R02","S04_R03","S04_R04","S04_R05","S04_R06","S04_R07","S04_R08","S04_R09","S04_R10","S04_R11","S04_R12","S05_R01","S05_R02","S05_R03","S05_R04","S05_R05","S05_R06","S05_R07","S05_R08","S05_R09","S05_R10","S05_R11","S05_R12","S06_R01","S06_R02","S06_R03","S06_R04","S06_R05","S06_R06","S06_R07","S06_R08","S06_R09","S06_R10","S06_R11","S06_R12","S07_R01","S07_R02","S07_R03","S07_R04","S07_R05","S07_R06","S07_R07","S07_R08","S07_R09","S07_R10","S07_R11","S07_R12","S08_R01","S08_R02","S08_R03","S08_R04","S08_R05","S08_R06","S08_R07","S08_R08","S08_R09","S08_R10","S08_R11","S08_R12","S09_R01","S09_R02","S09_R03","S09_R04","S09_R05","S09_R06","S09_R07","S09_R08","S09_R09","S09_R10","S09_R11","S09_R12","S10_R01","S10_R02","S10_R03","S10_R04","S10_R05","S10_R06","S10_R07","S10_R08","S10_R09","S10_R10","S10_R11","S10_R12","S11_R01","S11_R02","S11_R03","S11_R04","S11_R05","S11_R06","S11_R07","S11_R08","S11_R09","S11_R10","S11_R11","S11_R12","S12_R01","S12_R02","S12_R03","S12_R04","S12_R05","S12_R06","S12_R07","S12_R08","S12_R09","S12_R10","S12_R11","S12_R12"
"LOC113697943",22.759,23.1088,26.1381,17.1044,18.3019,17.5998,24.0867,20.962,22.3618,22.6139,20.1529,23.303,19.3012,19.3154,20.2573,27.4298,26.5734,27.2858,19.2486,20.3856,20.6183,17.7208,17.5567,17.0455,15.9183,15.5255,15.8544,13.9878,14.0402,14.3777,17.3423,16.7177,15.9504,14.8455,13.4141,14.915,13.2256,11.8759,14.6954,14.2706,13.4966,14.6158,14.2483,15.1004,14.2844,13.7313,14.2048,12.8965,12.6288,11.512,12.2815,12.0287,11.9003,13.6293,13.305,14.0072,13.6821,13.68,13.1956,14.0297,15.6845,17.1148,15.9496,17.4853,18.2934,18.7329,19.3212,18.5208,20.1265,18.833,19.8192,18.8654,17.285,17.6943,17.7581,18.7809,18.2515,18.7296,15.3992,15.2765,15.4326,14.7232,15.0417,16.1917,17.6766,18.6543,18.6173,18.3339,18.4157,18.9883,12.5325,11.8657,11.7341,10.461,10.7516,12.2901,18.0024,18.6539,16.8105,14.6485,14.4446,13.6831,17.6418,19.0706,18.1803,14.9214,15.6785,15.4115,13.9486,12.3809,12.8451,10.126,10.7974,10.6088,11.3367,10.7704,10.3753,5.71351,5.06066,4.93134,12.5037,12.7547,11.7418,11.0679,11.8089,11.1657,9.59519,10.6119,10.2674,11.183,9.94863,10.5348,11.7781,11.9808,10.272,8.34282,9.71848,8.88256,9.13071,8.97656,8.34916,7.69952,6.76815,7.90203
"LOC113699559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194417,0,0,0,0,0,0,0,0,0,0,0,0,0.0210802,0,0.0214186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165325,0,0.0324392,0,0,0,0.063776,0.0155484,0,0.0191981,0,0,0,0,0,0,0,0
"LOC113698499",2.32024,2.1262,1.91946,2.65482,2.10304,2.08379,2.47742,2.42371,2.19654,0.793882,1.22312,1.75957,0.706286,0.699251,0.877687,0.814283,0.95836,0.902063,0.660255,0.614773,0.781196,0.898731,1.03028,0.537404,1.40632,1.77247,1.3089,1.35852,0.947719,1.30958,1.86788,1.8335,1.83327,1.07092,1.20757,1.38507,2.51013,2.16512,1.95445,2.03234,2.25023,1.97464,2.19214,2.20778,2.53296,2.49161,2.71698,2.57649,3.03491,4.22318,3.83848,4.67681,3.97375,4.51827,3.91868,3.79015,3.64768,3.93132,4.30123,3.70314,1.82179,1.42014,1.53828,1.29464,1.61161,1.19251,1.63962,1.82668,1.87649,1.76755,1.98661,1.56109,0.729594,0.844369,0.820952,0.772924,1.00245,0.799207,0.468531,1.03545,0.734798,0.816883,0.83691,0.904792,1.07535,1.24595,1.15125,1.17437,1.20101,1.11563,0.959823,0.643545,0.79446,0.497106,1.20063,0.906235,0.607776,0.703506,0.563485,0.793168,0.978872,1.13342,2.4122,2.32818,2.25947,0.921459,1.23347,0.613645,0.921776,0.707848,0.518311,0.859731,0.957947,1.48461,0.767381,1.41906,1.08858,1.1896,1.87533,1.97082,0.400797,0.450368,0.595394,0.94425,0.805515,0.885096,1.33715,1.13012,1.18573,0.828858,0.687043,0.596634,0.883141,0.702996,0.713921,0.684143,0.666923,0.538087,0.61923,0.604393,0.781994,0.680528,1.06566,0.618923
"LOC113698501",0.0559556,0.269197,0,0,0,0,0.0563094,0.0577324,0,0,0.092692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778817,0.0395011,0,0,0,0.0287976,0,0,0,0,0.139185,0.0703585,0.080159,0.0617137,0.0293468,0.0600117,0.0594386,0,0,0,0,0,0,0.021316,0,0,0.0249004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07297,0,0,0.0267314,0,0.026219,0,0,0,0,0,0.0474479,0,0,0,0,0,0.0617556,0,0,0
"LOC113698500",0,0,0,0.167703,0,0,0,0,0,0.0868574,0,0.0853993,0,0,0,0,0,0,0,0,0.0572657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117133,0,0,0.0560225,0,0.055252,0,0,0,0,0.262427,0.373872,0.749549,1.14245,1.07951,1.46634,0.721025,0.809525,1.08125,0.482748,0.54466,0.755342,1.16915,0.954077,0.687986,0.759182,0.555735,0.774144,1.92269,1.50791,1.51442,1.09897,0.941703,0.776627,0.384092,0.20103,0.411259,1.33222,0.534883,1.04256,0.967025,1.44768,0.804951,0.679001,0.989848,1.29961,0.345264,0.355989,0.308712,1.51766,1.65445,1.76906,1.21681,0.785224,1.42797,1.13558,0.815704,0.823175,0.500317,0.439918,0.494938,1.09897,1.12282,0.981317,1.77098,2.13286,2.32961,0.846271,0.886984,1.21473,0.31823,0.490548,0.407245,1.29614,1.27617,1.29258,0.631078,0.779684,1.05717,5.11738,5.65392,3.73588,0.174529,0.119613,0.118126,0.438664,0.8876,1.10446,1.03124,1.0686,0.892591,0.914757,0.726637,0.585183,0.44161,0.390239,0.676501,0.528726,1.11119,0.2566,0.438861,0.57089,0.524822,0.54588,0.318581,0.380612
"LOC113697944",176.797,177.274,176.491,171.332,168.775,168.776,163.567,173.225,169.309,178.662,179.639,179.095,78.4224,79.7583,77.3494,79.5226,76.5575,77.3223,95.8685,92.5379,96.8224,101.481,98.4776,98.8787,89.5833,94.3731,96.8081,103.15,104.776,105.98,99.3019,96.3086,98.4947,115.986,111.753,114.312,115.137,112.805,112.682,102.797,103.026,98.91,95.3044,94.3974,95.2302,95.7933,98.1274,95.054,85.7637,84.205,87.9355,95.9469,98.0462,95.5643,108.304,109.97,113.042,116.243,110.55,108.537,101.302,98.9599,99.9534,88.1045,95.5519,90.166,94.4171,96.6045,97.0821,107.758,110.098,110.109,111.787,117.597,117.603,108.832,104.651,102.568,101.386,99.1764,103.912,100.662,103.257,96.855,127.027,132.9,129.547,102.784,109.939,105.38,111.746,106.233,106.958,119.171,109.658,114.894,94.2027,92.7906,88.0545,74.914,73.0133,76.03,78.9009,78.8914,77.4745,71.0945,70.3446,70.8624,98.1747,98.4751,95.203,90.0452,93.4093,90.7691,119.979,116.608,120.07,267.548,277.212,280.159,102.302,102.306,99.9616,115.347,115.084,110.04,107.305,105.028,104.345,106.098,105.064,98.8271,141.806,137.609,140.051,141.535,142.8,135.683,135.89,134.514,130.017,128.575,129.92,129.131
"LOC113698498",1.51094,1.05167,0.857596,0.92028,1.73079,1.12461,1.01221,1.03789,1.29057,0.424597,0.343382,0.579914,3.83827,3.49563,3.31176,3.88252,4.18456,4.54199,3.51062,3.39019,3.2256,2.54874,2.10155,2.65634,4.79497,4.26748,5.83373,4.36925,4.15235,4.5499,5.11412,5.76479,4.90269,5.24462,4.91435,4.76175,3.30209,4.95867,4.10401,4.52834,4.3005,4.89635,5.28005,4.36564,4.88237,5.00961,4.74335,4.53773,4.63913,5.1097,4.48037,5.66685,4.94845,4.51964,5.35861,5.42406,5.2302,4.04629,4.17813,4.82344,4.11416,4.82866,4.04866,4.45366,4.5952,4.71292,5.0942,5.04416,5.45364,5.80232,5.5793,4.90779,4.49835,4.6728,5.78622,3.43671,4.50507,4.53963,4.11317,3.52835,3.28085,4.10075,4.56448,4.22419,4.29959,4.07278,3.88495,5.19109,5.18082,5.28953,6.00949,6.44425,5.78848,5.46336,4.74549,4.72574,5.35102,5.11596,5.99122,6.12905,5.27463,5.63849,4.47627,4.41882,4.0977,5.22526,5.79783,5.50105,6.16552,6.95179,7.77004,5.64833,5.43156,5.43389,5.69234,5.52283,6.20519,7.24632,6.884,6.58001,6.74528,7.3049,5.75972,6.27914,6.04337,5.36244,5.57399,5.83155,5.9159,5.51369,6.05125,5.56163,5.21431,4.80108,4.66855,3.62678,3.13865,2.9764,4.23351,4.6117,4.36738,4.00123,4.10204,3.22173
"LOC113698497",0.977011,1.0485,1.05873,1.25371,0.976068,1.01555,0.73975,0.726793,0.812256,0.687345,0.609085,0.564622,1.10787,0.985543,0.966094,1.07075,1.23021,1.12385,1.16857,0.954947,1.03469,0.794665,0.611218,0.669868,0.959313,0.742559,0.816647,0.327509,0.543474,0.498536,0.484817,0.443019,0.302139,0.303903,0.387495,0.366007,0.264127,0.396181,0.419294,0.713053,0.716502,0.622207,0.694609,0.779008,0.705022,0.56446,0.714592,0.59004,0.520256,0.599191,0.498485,0.527722,0.459581,0.392195,0.549467,0.768122,0.55726,0.722935,0.517543,0.845848,0.868431,1.13599,0.811735,1.05645,1.23865,1.17273,1.10189,1.29783,0.87334,1.32096,1.22233,1.49569,1.0938,1.05035,1.17527,1.3274,1.48598,1.33137,1.26035,1.42352,1.07572,1.32851,1.32221,1.38795,0.847102,0.918544,0.934441,1.41289,0.992209,1.20289,1.07203,1.30311,1.17811,0.702571,0.77301,0.816387,2.07386,1.71003,1.56497,1.59368,1.61231,1.62776,1.33076,1.32922,1.2974,1.88456,1.52486,1.47518,1.70547,1.6216,1.66837,1.22682,1.07563,1.02231,1.37171,1.43862,1.34441,0.344523,0.658956,0.697653,2.10447,2.10051,1.76722,1.25278,1.00925,1.08631,1.07582,1.13633,1.11874,1.27368,0.972053,1.1557,0.517451,0.676799,0.596147,0.436884,0.387554,0.459508,0.716424,0.518821,0.7647,0.427496,0.592899,0.388073
"LOC113697779",1.09074,1.39026,0.864307,0.445434,0.953421,0.967772,0.872169,0.782544,0.442013,0.276722,0.358639,0.453455,0.699879,0.683633,0.346481,0.428819,0.447944,0.25302,0.676407,0.120226,0.364817,0.139457,0.500743,0.354432,0.693784,0.33843,0.456656,1.11112,0.626355,0.745028,0.410409,0.422189,0.178192,0.744124,0.64428,0.80832,0.75293,1.10441,0.746837,0.420475,0.471587,0.595008,1.14008,0.821601,1.07163,0.997947,1.16788,0.691729,1.22628,0.855955,0.79603,0.878546,0.448589,1.10961,0.176717,0.422702,0.836581,1.13651,1.33662,0.805725,2.27466,2.84906,2.52539,2.41823,2.00255,1.83648,1.49056,1.52376,1.25729,1.352,1.97737,1.43286,1.41862,1.24847,1.17724,0.874004,0.807271,1.34928,0.912665,0.987745,0.851591,1.23966,1.65992,0.980392,1.36314,1.67238,1.5417,1.24633,2.03537,1.91246,2.84352,2.91895,3.0346,2.85333,2.53678,3.12395,1.01073,1.08761,1.62314,0.965522,0.622725,0.668719,1.49766,0.940142,1.16029,0.903269,0.997228,0.95306,1.07018,1.10167,1.22353,1.09805,0.861303,1.25944,0.506802,0.441553,0.83742,0,0,0,0.497906,0.889006,0.440437,0.698518,0.653403,0.645961,0.683301,0.548077,0.630725,0.538196,0.438174,0.707644,1.42679,1.2788,1.32866,1.45052,1.41451,1.11395,1.68314,1.23283,1.6253,1.80089,2.09394,1.67448
"LOC113698367",32.324,32.2863,31.1992,27.3517,30.9627,32.2091,23.6755,25.2726,25.2662,17.9662,19.3007,17.8785,1.02367,0.895676,0.622328,1.36199,0.536144,0.644708,0.271335,0.451353,0.451938,0.684098,0.653985,0.597335,2.50555,3.27572,3.44635,1.84159,2.34099,2.14194,2.87848,3.40184,3.44824,2.29086,2.59721,3.19065,2.59848,2.41389,2.11996,1.89034,1.45848,1.67234,2.01224,1.81901,2.78541,2.08848,1.7574,2.27998,2.09161,2.51791,2.47875,2.32444,2.13344,2.3444,2.05182,2.42148,2.74279,2.58244,2.3668,2.3993,0.247031,0.441904,0.321557,0.153938,0.0749442,0.151545,0.554776,0.533928,0.243434,0.450322,0.313295,0.455441,1.02945,1.27392,1.02784,1.2416,0.864518,1.64425,1.44203,1.22894,1.79373,1.11684,1.34958,1.51839,0.584634,0.935525,0.70439,1.76949,1.42529,1.72876,6.25454,6.33007,6.45752,7.2906,6.91729,7.50986,1.06072,0.51354,0.66711,1.3881,1.46507,1.24222,0.580344,0.994155,0.797686,1.31739,1.4018,1.0288,0.464383,0.622953,0.881224,1.36508,0.844977,0.901006,0.601669,0.813568,1.12672,0.502627,0.128183,0.381653,0.517301,0.593452,0.517189,0.910358,0.740061,0.741549,1.27835,0.64273,0.949999,0.928462,1.10974,1.07592,0.91197,0.466661,0.493552,0.455492,0.484402,0.2027,0.699567,0.49084,0.541467,1.29143,0.846614,1.0933
